type,id,attributes.accession,attributes.pipeline-version,attributes.experiment-type,attributes.analysis-status,attributes.analysis-summary,attributes.is-private,attributes.last-update,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.study.data.id,relationships.study.data.type,relationships.run.data.id,relationships.run.data.type,relationships.sample.data.id,relationships.sample.data.type
analysis-jobs,MGYA00776939,MGYA00776939,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30850'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27310'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27310'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27310'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24277'}]",False,2024-07-29T09:14:28.822721,2024-07-29T09:14:27,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716853,runs,SRS5841704,samples
analysis-jobs,MGYA00776940,MGYA00776940,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40306'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '36071'}, {'key': 'Nucleotide sequences after length filtering', 'value': '36071'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '36071'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32534'}]",False,2024-07-29T09:14:42.210621,2024-07-29T09:14:41,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716852,runs,SRS5841705,samples
analysis-jobs,MGYA00776941,MGYA00776941,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39226'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34832'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34832'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34832'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30348'}]",False,2024-07-29T09:14:56.369029,2024-07-29T09:14:55,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716850,runs,SRS5841707,samples
analysis-jobs,MGYA00776942,MGYA00776942,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32022'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27969'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27969'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27969'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '22465'}]",False,2024-07-29T09:15:10.758615,2024-07-29T09:15:09,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716846,runs,SRS5841711,samples
analysis-jobs,MGYA00776943,MGYA00776943,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38541'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34381'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34381'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34381'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28944'}]",False,2024-07-29T09:15:25.310086,2024-07-29T09:15:24,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716844,runs,SRS5841715,samples
analysis-jobs,MGYA00776944,MGYA00776944,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '37052'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33310'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33310'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33310'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26584'}]",False,2024-07-29T09:15:39.207749,2024-07-29T09:15:38,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716842,runs,SRS5841717,samples
analysis-jobs,MGYA00776945,MGYA00776945,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40273'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '36911'}, {'key': 'Nucleotide sequences after length filtering', 'value': '36911'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '36911'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '33822'}]",False,2024-07-29T09:15:53.482627,2024-07-29T09:15:52,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716840,runs,SRS5841718,samples
analysis-jobs,MGYA00776946,MGYA00776946,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38175'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33758'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33758'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33758'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29536'}]",False,2024-07-29T09:16:07.594201,2024-07-29T09:16:06,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716838,runs,SRS5841719,samples
analysis-jobs,MGYA00776947,MGYA00776947,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '50701'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '44998'}, {'key': 'Nucleotide sequences after length filtering', 'value': '44998'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '44998'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28581'}]",False,2024-07-29T09:16:21.170976,2024-07-29T09:16:20,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716832,runs,SRS5841726,samples
analysis-jobs,MGYA00776948,MGYA00776948,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32248'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28695'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28695'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28695'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25739'}]",False,2024-07-29T09:16:34.970464,2024-07-29T09:16:34,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716828,runs,SRS5841733,samples
analysis-jobs,MGYA00776949,MGYA00776949,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '56980'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '49797'}, {'key': 'Nucleotide sequences after length filtering', 'value': '49797'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '49797'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '39041'}]",False,2024-07-29T09:16:49.031309,2024-07-29T09:16:48,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716825,runs,SRS5841731,samples
analysis-jobs,MGYA00776950,MGYA00776950,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '51557'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '46016'}, {'key': 'Nucleotide sequences after length filtering', 'value': '46016'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '46016'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '39013'}]",False,2024-07-29T09:17:02.355761,2024-07-29T09:17:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716823,runs,SRS5841734,samples
analysis-jobs,MGYA00776951,MGYA00776951,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '48795'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '43667'}, {'key': 'Nucleotide sequences after length filtering', 'value': '43667'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '43667'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31909'}]",False,2024-07-29T09:17:15.911657,2024-07-29T09:17:15,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716822,runs,SRS5841737,samples
